"","date","outbrk_days","case","case_incrs","death","test","test_pos","hos","residential","grocery","park","retail","transit","workplace","punemp","ppov","pincome","pnoveh","puninsur","page65","black_deaths","white_deaths"
"113",2020-05-13,114,1394422,21163,78932,9999794,13.9445072568495,46784,13.8190862413369,-0.259702902138528,41.8311709052325,-18.1476716800844,-20.7618730742287,-34.0885199912534,14.7,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,42.8,16.6
"114",2020-05-14,115,1421028,26606,80801,10363332,13.7120763862433,45631,13.4332015127707,0.163150520228005,45.695224126655,-18.4731173232436,-21.315384843579,-34.4354606790376,14.7,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,42.8,16.6
"115",2020-05-15,116,1445622,24594,82298,10721374,13.4835516417952,44344,14.1105275417168,-1.30357673693678,49.4901565700601,-20.4041176548453,-22.1159922456718,-33.7523486299646,14.7,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,42.8,16.6
"116",2020-05-16,117,1470274,24652,83282,11083429,13.265515572843,43252,7.09360516073777,1.85649286657516,69.9191815696889,-20.1567006931695,-18.1984416733026,-19.8236847138589,14.7,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,42.8,16.6
"117",2020-05-17,118,1490388,20114,84127,11454357,13.0115378803018,41635,6.27892050379252,-1.66584047760459,54.2578986069738,-17.0828427475917,-22.6287765995743,-21.2645750124543,14.7,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,42.8,16.6
"118",2020-05-18,119,1511316,20928,84970,11808806,12.7982117751786,41601,12.2986546986432,-1.55665199025748,29.0574299482964,-14.274889497057,-21.5879600183063,-31.1272136723564,14.7,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,42.8,16.6
"119",2020-05-19,120,1532074,20758,86295,12209510,12.5482021801039,41751,12.6776267448714,1.90695319032835,44.8212784369519,-13.1637925744379,-19.3280217539854,-32.2497150817746,14.7,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,50.3,20.7
"120",2020-05-20,121,1553321,21247,87686,12616447,12.3118735409422,41652,12.3811342545796,3.37481199210827,52.7430532687335,-11.4449253391894,-16.7204452057727,-32.556410121734,14.7,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,50.3,20.7
"121",2020-05-21,122,1579786,26465,89073,13037367,12.1173700180412,41077,12.1975560082525,5.74876432501525,60.689078534705,-11.0730106104346,-14.6189200479552,-32.8983592116809,14.7,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,50.3,20.7
"122",2020-05-22,123,1604224,24438,90408,13445865,11.9309839865267,39893,12.4936088987968,5.71451310919839,63.0166765790938,-13.9327781490918,-13.2265702289768,-33.4936492450188,14.7,14.0604630028422,29318.1775287039,7.25741711649323,9.04128879883724,18.2637267943571,50.3,20.7
